1,53,43057,1
2,107,43039,2
9,472,42303,9
10,532,42174,10
14,732,41702,14
17,905,41464,17
18,951,41399,18
22,1172,40940,22
26,1407,40412,26
27,1458,40405,27
30,1604,40265,30
28,1502,40323,28
29,1552,40301,29
38,1962,39620,38
35,1798,39765,35
39,2084,39356,39
48,2456,38249,49
43,2236,39098,44
46,2407,38678,47
3,151,42960,3
12,615,42028,12
7,370,42479,7
16,810,41547,16
36,1793,39754,36
50,2469,37893,51
5,247,42800,5
4,188,42818,4
6,304,42623,6
8,392,42337,8
15,771,41631,15
11,551,42096,11
13,649,41890,13
23,1128,40706,23
20,1019,40984,20
19,973,41162,19
21,1080,40953,21
24,1182,40590,24
25,1222,40470,25
32,1653,40191,32
33,1717,40085,33
31,1607,40243,31
34,1796,40035,34
37,1944,39686,37
41,2112,39172,42
40,2077,39258,41
42,2157,39138,43
44,2290,39068,45
45,2357,38818,46
49,2360,38223,50
47,2281,38579,48
