5,273,38459,5
7,377,38287,7
3,160,38521,3
2,103,38533,2
10,534,38107,10
18,933,37364,19
15,788,37612,15
25,1316,36665,26
24,1273,36782,25
26,1373,36659,27
31,1686,36405,32
37,1935,36175,38
27,1486,36604,28
32,1735,36395,33
28,1538,36525,29
34,1850,36245,35
33,1783,36334,34
43,2187,35214,44
42,2155,35566,43
39,2024,35999,40
46,2326,35106,47
14,744,37734,14
11,591,38010,11
12,637,37974,12
22,1115,36793,23
1,53,38615,1
16,869,37436,17
9,466,38133,9
17,903,37426,18
40,1999,35902,41
49,2434,34964,50
8,400,38213,8
13,626,37786,13
4,197,38476,4
6,310,38443,6
20,1038,37162,21
21,1081,36986,22
29,1465,36480,30
19,974,37236,20
23,1126,36791,24
47,2308,35076,48
30,1449,36449,31
36,1841,36191,37
41,2058,35714,42
35,1719,36197,36
44,2276,35122,45
38,1850,36117,39
45,2290,35106,46
48,2408,35016,49
50,2521,34873,51
