11,523,41153,11
12,612,40985,12
36,1814,38218,36
20,1050,39912,20
19,980,39950,19
15,777,40556,15
25,1306,39372,25
27,1407,39164,27
29,1568,39047,29
26,1328,39320,26
31,1637,38835,31
28,1524,39092,28
32,1694,38762,32
38,2020,37606,38
34,1791,38458,34
35,1859,38384,35
43,2252,37204,43
40,2102,37448,40
41,2161,37422,41
42,2215,37292,42
48,2384,37012,48
33,1622,38762,33
30,1477,39047,30
21,1047,39879,21
16,811,40156,16
37,1803,37970,37
39,1882,37516,39
44,2334,37168,44
45,2331,37168,45
50,2699,36766,50
46,2368,37058,46
18,919,40015,18
23,1164,39468,23
24,1199,39408,24
14,701,40811,14
13,658,40921,13
17,855,40015,17
22,1064,39523,22
47,2223,37018,47
49,2334,36888,49
9,477,41312,9
3,158,41776,3
5,278,41613,5
2,108,41932,2
10,547,41235,10
7,367,41475,7
8,420,41340,8
6,314,41502,6
4,209,41670,4
1,55,42130,1
