49,2422,32027,49
42,2073,32637,42
24,1221,33997,24
19,967,34236,19
25,1283,33941,25
20,1007,34179,20
27,1399,33855,27
32,1624,33251,32
37,1795,32921,37
43,2127,32543,43
29,1494,33464,29
30,1554,33389,30
31,1602,33334,31
35,1772,33205,35
26,1358,33900,26
41,1950,32722,41
50,2468,31990,50
22,1116,34056,22
38,1990,32900,38
34,1773,33205,34
45,2233,32328,45
28,1324,33582,28
33,1719,33205,33
18,943,34503,18
21,1120,34095,21
40,2052,32796,40
44,2275,32458,44
17,825,34545,17
23,1115,34029,23
36,1695,33158,36
39,1861,32842,39
46,2228,32235,46
47,2331,32193,47
48,2344,32161,48
1,54,35699,1
2,106,35663,2
4,205,35289,4
13,707,34884,13
5,271,35227,5
3,153,35369,3
9,498,35026,9
14,756,34818,14
8,414,35035,8
16,874,34727,16
10,539,35024,10
6,321,35153,6
7,374,35099,7
15,814,34811,15
12,649,34984,12
11,596,35022,11
