1,54,40888,1
3,156,40786,3
4,201,40684,4
2,104,40855,2
7,372,40546,7
6,321,40566,6
8,421,40486,8
5,272,40657,5
17,926,39807,17
12,671,40142,12
15,837,39980,15
11,612,40334,11
14,770,40052,14
9,487,40440,9
10,560,40382,10
26,1415,38870,26
16,883,39886,16
13,717,40061,13
20,1074,39644,20
18,982,39774,18
27,1483,38505,27
29,1586,38311,29
19,1035,39648,19
21,1133,39497,21
22,1196,39411,22
28,1533,38425,28
24,1313,39066,24
32,1785,38056,32
30,1624,38309,30
23,1245,39162,23
25,1349,39034,25
31,1653,38260,31
37,2022,37661,37
41,2138,37409,41
34,1845,37963,34
39,2141,37561,39
40,2195,37445,40
33,1821,38044,33
35,1894,37890,35
43,2253,37151,43
36,1948,37805,36
46,2450,37036,46
42,2227,37400,42
38,2142,37609,38
45,2384,37098,45
44,2330,37132,44
47,2172,36940,47
48,2265,36849,48
49,2487,36743,49
50,2565,36453,50
