5,261,34464,6
8,410,34167,9
10,522,33972,11
14,726,33706,15
21,1057,33549,22
25,1334,33381,26
27,1429,33326,28
28,1494,33321,29
33,1690,32687,34
34,1762,32618,35
44,2222,31794,45
47,2408,31585,48
15,793,33676,16
3,156,34730,3
16,847,33661,17
12,631,33741,13
13,680,33717,14
23,1201,33527,24
18,962,33617,19
17,929,33622,18
29,1459,33238,30
39,2018,32249,40
32,1651,32711,33
24,1274,33457,25
37,1927,32361,38
41,2177,32009,42
43,2290,31932,44
46,2401,31593,47
1,53,34904,1
42,2216,32009,43
11,544,33786,12
26,1330,33371,27
6,311,34227,7
7,366,34223,8
9,424,34023,10
4,201,34616,5
48,2362,31578,49
2,95,34810,2
38,1989,32302,39
22,1123,33533,23
20,1020,33591,21
30,1493,33161,31
35,1786,32589,36
40,2023,32189,41
36,1866,32402,37
19,953,33614,20
45,2094,31644,46
31,1485,33008,32
50,2549,31373,51
49,2444,31452,50
