1200,1,46991
1300,1,51573
2900,1,114642
400,1,14142
2800,1,113565
3100,1,130696
3000,1,123452
2000,1,79000
100,1,1984
1100,2,45105
1900,1,74444
900,1,34361
1700,2,71188
4400,1,180004
1400,1,52956
1800,1,73491
700,1,25523
1500,1,56069
1000,1,39176
200,1,6409
800,1,32528
2200,1,89165
500,1,20237
300,1,11203
600,1,26392
2100,1,84087
2300,1,94938
1600,1,61372
2500,1,100749
2400,1,102094
4700,1,191052
4500,1,186259
2700,1,110444
2600,2,107733
3200,1,122930
6100,1,254122
3600,1,137156
3500,1,143248
3300,1,126409
6000,1,237323
3400,2,140581
4300,1,171462
4200,1,164111
6200,1,240366
4000,1,166383
3800,1,151885
4100,1,160039
3900,1,157378
4600,1,183774
5500,1,220030
6400,1,263615
3700,1,148959
6300,2,248548
5600,1,222617
7700,2,319287
5300,1,220164
6700,1,273220
7100,1,280348
5100,2,213149
6900,1,285622
4800,2,199444
5900,1,236594
6800,1,281567
5000,1,196417
5400,1,221745
4900,1,203847
7000,1,272805
5200,1,209735
6600,1,261081
6500,1,257353
9200,1,367256
5800,1,235907
7200,1,295414
5700,0,225651
7500,1,303091
7300,1,296272
7400,1,295577
9400,1,370560
7600,1,312672
9500,1,385246
8900,1,359113
8300,1,337241
8000,1,327538
7900,1,324578
7800,1,315263
9700,1,395566
8200,1,334816
9300,1,380454
8700,1,359973
9100,1,360396
9900,1,386926
8400,2,340413
8600,1,348663
8100,1,323354
9000,1,365306
8500,1,350602
8800,1,347396
9600,0,383716
9800,1,390610
10000,2,394707
