20,1,692,20
19,1,692,19
22,1,343,23
21,1,343,22
9,1,1971,9
16,1,1267,16
15,1,1267,15
2,0,3019,2
1,0,3155,1
8,1,2144,8
10,1,1905,10
11,1,1602,11
12,1,1519,12
13,1,1519,13
17,1,1267,17
18,0,692,18
6,1,2216,6
14,0,1406,14
3,1,2397,3
4,0,2216,4
7,1,2208,7
5,1,2216,5
38,2,69,39
50,2,35,51
48,2,69,49
42,2,69,43
41,2,69,42
46,2,69,47
49,2,69,50
45,2,69,46
39,2,69,40
47,2,69,48
44,2,69,45
43,1,69,44
40,1,69,41
27,1,224,28
24,1,343,25
32,2,69,33
26,1,224,27
29,1,224,30
35,2,69,36
31,1,224,32
30,1,224,31
37,2,69,38
34,2,69,35
25,1,343,26
23,1,343,24
28,1,224,29
33,2,69,34
36,2,69,37
