36,2,90,36
46,2,90,46
49,2,90,49
47,2,90,47
29,1,600,29
23,1,811,23
16,1,1147,16
26,2,600,26
48,2,90,48
8,0,1974,8
27,2,600,27
13,1,1239,13
34,1,90,34
4,0,3201,4
22,1,811,22
14,1,1239,14
25,1,811,25
10,0,1775,10
41,2,90,41
44,1,90,44
43,2,90,43
20,1,821,20
32,2,600,32
12,1,1239,12
50,2,90,50
31,1,600,31
42,2,90,42
24,1,811,24
15,1,1147,15
45,2,90,45
18,1,1147,18
17,1,1147,17
19,1,1147,19
38,2,90,38
37,1,90,37
39,2,90,39
21,1,811,21
30,2,600,30
40,2,90,40
28,2,600,28
35,1,90,35
33,1,284,33
9,1,1872,9
11,1,1590,11
7,0,1974,7
2,1,3379,2
1,0,3525,1
5,0,2721,5
3,1,3359,3
6,1,2325,6
