1,0,3175,1
14,1,719,14
19,1,305,20
29,2,203,31
21,1,305,22
28,1,203,30
36,1,130,38
43,2,80,45
2,0,3114,2
6,0,1762,6
48,2,80,50
12,0,1242,12
23,1,305,25
15,1,719,15
9,1,1677,9
3,0,2795,3
35,1,130,37
33,2,130,35
41,2,80,43
50,2,80,52
34,2,130,36
30,1,203,32
31,1,130,33
4,0,2606,4
8,1,1762,8
17,1,719,17
16,1,719,16
37,1,130,39
18,1,641,18
27,1,230,29
13,1,746,13
32,2,130,34
11,1,1547,11
25,2,305,27
20,1,305,21
5,0,2066,5
38,2,130,40
24,1,305,26
46,2,80,48
7,0,1762,7
10,1,1547,10
22,1,305,24
26,1,305,28
44,1,80,46
49,1,80,51
47,2,80,49
40,1,80,42
42,1,80,44
45,2,80,47
39,2,80,41
