31,1,349,35
29,1,400,33
46,2,88,52
3,1,2642,4
33,1,306,37
25,1,424,29
45,1,88,51
47,2,88,53
40,1,159,46
42,2,159,48
13,0,718,16
28,1,424,32
43,2,159,49
23,2,424,27
48,2,88,54
38,1,159,42
32,1,349,36
6,0,1011,8
24,1,424,28
18,1,636,22
50,2,88,57
2,0,2684,3
39,1,159,44
22,1,424,26
49,2,88,56
12,1,718,14
27,2,424,31
26,1,424,30
35,2,275,39
11,1,718,13
44,2,88,50
41,2,159,47
34,2,306,38
5,0,1605,7
36,1,159,40
37,2,159,41
10,1,718,12
15,1,718,19
4,0,2062,5
9,0,936,11
17,1,718,21
19,0,636,23
20,1,612,24
7,0,936,9
16,0,718,20
21,1,486,25
14,0,718,17
30,1,349,34
1,0,2761,2
8,1,936,10
