3,0,2727,3
2,0,2727,2
1,0,2884,1
19,1,1240,20
36,1,198,38
35,1,237,37
30,1,310,32
50,2,84,54
33,2,237,35
21,1,1122,22
47,2,125,51
29,2,310,31
44,1,125,48
22,1,978,24
38,1,198,40
31,1,237,33
32,1,237,34
48,2,125,52
39,2,198,42
41,1,125,44
34,2,237,36
49,2,84,53
27,1,345,29
24,1,345,26
23,1,374,25
28,1,310,30
25,1,345,27
37,2,198,39
45,2,125,49
43,1,125,47
26,1,345,28
42,2,125,46
20,1,1122,21
46,2,125,50
40,1,198,43
17,0,1418,17
9,1,2055,9
18,1,1240,19
7,0,2253,7
15,1,1418,15
10,1,2055,10
4,0,2648,4
6,0,2601,6
14,1,1418,14
13,1,1820,13
8,0,2253,8
16,1,1418,16
11,1,1820,11
12,1,1820,12
5,0,2601,5
