16,437
22,610
20,558
19,536
33,904
28,750
23,616
25,671
45,1164
43,1200
46,1189
36,976
37,1012
38,1068
40,1106
13,363
18,485
15,414
21,560
27,715
29,810
31,867
26,678
32,909
39,1078
35,958
42,1126
44,1176
14,364
17,435
24,581
30,791
41,1002
34,868
4,116
6,168
10,285
3,94
11,319
12,339
8,219
9,228
2,69
7,183
5,126
49,1349
47,1333
48,1344
50,1394
