1,3,3793,1
2,10,3647,2
3,38,3627,3
4,148,3469,4
5,663,3454,5
6,2746,3258,6
7,11471,3234,7
8,47422,3220,8
9,204494,3118,9
10,840781,3021,10
11,3514293,2977,11
