6,2
12,2
8,2
15,3
3,1
16,2
13,2
18,3
11,2
4,1
10,2
7,1
5,1
17,3
2,1
14,2
9,1
48,7
35,6
32,5
44,8
46,7
42,6
38,7
29,4
34,6
43,6
41,6
31,6
47,9
33,5
37,6
40,7
39,5
45,7
36,6
25,3
24,4
50,7
26,4
49,6
20,3
28,5
22,3
30,5
21,4
19,4
23,4
27,4
