8,1252,2131,8
7,1684,2156,7
14,2044,1775,15
3,2743,2354,3
13,2563,1814,14
12,3451,1867,13
6,3024,2203,6
18,2055,1570,19
21,3971,1352,22
29,3328,983,30
30,3305,909,31
31,3490,886,32
36,3989,683,37
34,3710,808,35
32,4121,831,33
46,4729,373,47
2,2405,2389,2
5,2747,2217,5
15,5497,1676,16
19,6007,1540,20
26,5783,1169,27
28,4805,1063,29
33,6201,815,34
37,6324,647,38
41,6237,575,42
40,6107,591,41
35,5073,730,36
44,6412,473,45
25,7675,1176,26
24,7562,1238,25
17,8341,1632,18
16,5685,1650,17
1,3048,2488,1
22,8310,1319,23
10,3483,1977,11
23,5769,1307,24
20,5819,1444,21
45,6921,396,46
39,5994,618,40
27,7428,1134,28
38,6198,645,39
42,6383,503,43
43,6606,487,44
11,5891,1949,12
9,4683,2096,9
4,746,2278,4
47,13101,365,48
48,12829,320,49
50,10363,241,51
49,8456,294,50
