13,1828,3398,15
10,2730,3510,12
6,2735,3791,8
8,3256,3664,10
15,3248,3242,17
28,3065,2515,32
21,3443,2754,24
19,3129,2882,22
27,3810,2572,31
37,3647,1787,42
40,3990,1626,45
41,4049,1454,46
1,528,4348,2
5,5467,3989,7
16,5546,3130,18
23,6461,2655,27
24,6499,2659,28
30,6002,2154,35
44,3941,1067,49
12,6929,3454,14
7,6364,3738,9
22,6484,2727,25
4,7316,4157,5
26,8014,2572,30
9,5348,3624,11
11,5643,3500,13
14,6000,3356,16
34,8910,1916,39
25,7598,2608,29
20,4183,2782,23
39,9423,1722,44
29,10155,2352,34
35,10135,1898,40
2,8804,4204,3
17,4576,3130,20
18,4041,3060,21
42,12577,1334,47
33,12819,1936,38
3,1221,4164,4
31,10970,2056,36
43,10682,1331,48
32,8563,2056,37
38,6620,1722,43
36,4016,1887,41
49,4397,778,54
45,4085,913,50
50,4328,778,55
46,4190,854,51
48,4187,831,53
47,4255,831,52
