2,484,2872,2
6,870,2711,6
5,973,2723,5
10,1633,2527,10
17,2068,2302,17
4,3064,2760,4
15,3690,2353,15
16,3361,2346,16
39,4218,894,41
40,4266,878,42
38,4023,916,40
37,4455,1014,39
14,6094,2398,14
13,4531,2414,13
19,5970,2195,19
20,5774,2176,20
36,5314,1088,38
3,4394,2857,3
21,7582,2174,21
24,7771,2036,24
31,7572,1484,32
18,7911,2219,18
26,8112,1847,27
29,8173,1564,30
34,6294,1353,35
1,4074,2936,1
7,4797,2623,7
23,10591,2083,23
27,10488,1751,28
30,9540,1564,31
8,5100,2587,8
32,5480,1442,33
9,1747,2552,9
12,2510,2438,12
11,2509,2495,11
22,3520,2085,22
25,3122,1951,25
28,4082,1654,29
35,4165,1157,37
33,4283,1414,34
42,4088,800,44
41,4033,831,43
47,4595,503,50
43,4176,741,46
45,4361,616,48
46,4486,548,49
49,4543,340,52
44,4244,658,47
50,4674,260,53
48,4859,440,51
