1,385,3999,1
2,408,3922,2
3,544,3898,3
4,655,3815,4
5,676,3807,5
6,835,3627,6
7,852,3567,7
8,945,3383,8
9,1037,3306,9
10,1172,3305,10
11,1241,3079,11
12,1560,3011,12
13,1603,2960,13
14,1464,2942,14
15,1582,2928,15
17,1870,2928,17
16,1902,2928,16
18,1649,2702,18
19,1744,2695,19
20,1783,2597,20
21,1908,2506,21
22,2064,2396,22
23,2085,2373,23
24,2192,2342,24
27,2653,2214,27
25,2652,2188,25
26,2663,2214,26
28,2474,2130,28
29,2525,2086,29
30,2641,2074,30
31,2659,2023,31
32,2704,1897,32
33,2821,1828,33
34,2911,1798,34
35,2969,1730,35
36,3114,1592,36
37,3235,1536,37
38,3288,1437,38
39,3445,1423,39
40,3409,1323,40
41,3492,1323,41
42,3506,1201,42
43,3553,1201,43
44,3664,1110,44
46,3601,1110,46
45,3630,1110,45
47,3714,1082,47
48,3822,1022,48
49,3829,1022,49
50,3954,934,50
