3,554,2814,4
2,1042,2870,3
21,3033,1569,26
12,2856,2251,15
16,1923,1972,20
23,2942,1528,28
5,975,2776,6
28,3262,1320,33
22,3357,1538,27
17,3715,1830,21
41,4227,550,48
11,2624,2335,13
14,5016,2031,18
4,799,2800,5
8,2618,2600,9
34,3452,921,41
37,5683,782,44
29,6112,1238,34
46,6275,406,53
40,6006,625,47
38,3922,704,45
42,6405,546,49
45,6200,488,52
43,6506,491,50
15,5186,2021,19
6,2603,2755,7
44,7747,488,51
9,3084,2528,10
39,5698,663,46
1,3401,2930,1
33,3924,1001,40
13,1604,2227,16
47,6352,383,54
48,6617,325,55
35,4184,896,42
36,4274,830,43
7,2013,2684,8
19,6179,1749,23
18,6648,1810,22
25,6425,1509,30
20,6773,1689,24
30,6675,1228,36
32,6928,1036,39
10,1692,2479,11
50,10079,235,57
31,5908,1148,37
49,5141,235,56
24,2667,1514,29
26,2891,1426,31
27,2903,1333,32
