4,661,3872,6
2,1099,4092,4
5,1165,3806,7
10,1635,3428,13
1,1602,4260,1
3,1696,3892,5
14,3193,3278,18
18,2236,2471,25
13,5068,3302,17
17,5332,2621,23
12,5584,3352,15
22,3348,2315,29
19,5791,2404,26
32,6007,1598,39
34,4937,1530,41
49,6781,686,58
9,7335,3504,12
26,7016,2116,33
45,8047,911,52
6,7628,3746,8
20,8327,2385,27
36,8087,1362,43
28,8821,2018,35
27,8613,2046,34
23,8516,2229,30
21,7178,2385,28
30,8959,1756,37
46,8812,825,53
7,4631,3578,10
11,4022,3364,14
40,9284,1220,47
48,9430,753,57
24,9419,2204,31
50,9396,662,59
15,4784,3002,19
29,8425,1826,36
31,8377,1622,38
37,9668,1296,44
38,9478,1296,45
43,9663,999,50
33,9778,1530,40
47,8815,817,55
42,9818,1097,49
39,8674,1228,46
41,8797,1176,48
16,2824,2777,22
44,9909,999,51
35,7600,1362,42
25,2678,2204,32
8,1515,3522,11
