13,1946,3373,15
2,3528,4099,2
1,7716,4117,1
5,7618,3925,5
11,2598,3471,13
10,4958,3475,11
3,3010,3999,3
6,3837,3771,6
9,3719,3589,9
12,4181,3399,14
7,1924,3709,7
8,1100,3604,8
4,911,3967,4
30,3050,2438,35
29,3052,2576,33
33,3752,2096,39
41,4310,1752,49
50,4684,1214,59
47,6976,1241,56
32,8286,2272,37
40,8363,1812,48
39,8991,1812,47
46,8608,1299,55
31,10480,2364,36
49,7627,1214,58
43,10997,1566,52
42,10796,1712,51
38,8448,1912,46
45,8608,1311,54
37,9017,1923,45
48,6697,1241,57
35,7237,1976,42
34,6083,2064,41
44,3945,1544,53
36,3521,1947,44
17,2165,3224,19
18,2154,3174,20
15,1942,3336,17
19,2216,3124,22
22,2516,2846,25
21,2395,2906,24
14,2103,3337,16
16,2197,3224,18
24,2816,2702,28
20,2753,2936,23
23,2746,2784,26
25,3139,2661,29
28,3187,2415,32
26,3331,2627,30
27,3644,2549,31
