39,182,894,41
18,87,2219,18
5,26,2691,5
9,46,2520,9
6,31,2679,6
24,116,2036,24
43,199,741,46
47,212,503,50
36,166,1088,38
40,186,878,42
38,168,916,40
48,212,440,51
4,20,2728,4
20,96,2176,20
22,105,2085,22
10,51,2495,10
11,55,2495,11
26,123,1847,27
7,34,2591,7
3,15,2825,3
33,150,1414,34
8,39,2555,8
12,62,2438,12
49,212,340,52
50,216,260,53
19,89,2195,19
46,202,548,49
34,153,1353,35
1,5,2936,1
31,151,1484,32
27,132,1751,28
23,104,2083,23
35,159,1157,37
41,183,831,43
21,94,2174,21
25,121,1951,25
17,82,2302,17
37,164,1014,39
14,70,2398,14
44,197,658,47
16,81,2346,16
28,140,1654,29
13,63,2414,13
30,142,1564,31
29,138,1564,30
2,9,2872,2
15,69,2353,15
32,138,1442,33
42,188,800,44
45,200,616,48
