4,19,2800,5
5,24,2776,6
20,94,1689,24
19,92,1749,23
12,61,2251,15
29,136,1238,34
26,122,1426,31
21,95,1569,26
37,165,797,44
47,202,383,54
35,155,911,42
9,43,2528,10
45,201,488,52
32,147,1016,39
36,164,845,43
18,85,1810,22
44,198,503,51
23,102,1528,28
48,203,325,55
28,130,1320,33
8,40,2600,9
14,69,2031,18
13,64,2227,16
11,52,2335,13
25,115,1509,30
17,80,1830,21
15,72,2021,19
33,146,1016,40
27,123,1333,32
31,142,1128,37
22,106,1538,27
7,37,2684,8
10,50,2479,11
6,32,2755,7
16,76,1972,20
24,111,1514,29
34,147,936,41
30,136,1208,36
49,208,235,56
43,194,506,50
38,177,719,45
41,186,565,48
46,195,406,53
50,215,235,57
42,181,561,49
39,170,678,46
40,176,640,47
3,16,2814,4
2,10,2870,3
1,5,2930,1
