18,87,2669,18
6,31,3884,6
38,172,1632,42
10,51,3372,10
33,146,1849,37
27,125,2273,28
19,92,2669,19
24,109,2389,25
43,193,1273,48
5,26,3974,5
21,98,2560,22
11,57,3350,11
34,160,1776,38
40,178,1512,45
9,45,3564,9
48,205,1015,54
31,140,1932,34
23,105,2389,24
14,68,3116,14
47,204,1075,52
44,192,1125,49
35,156,1670,39
7,35,3801,7
42,186,1273,47
13,60,3215,13
4,19,4094,4
29,135,2056,31
37,166,1670,41
26,121,2381,27
39,173,1580,44
25,120,2389,26
8,39,3627,8
36,161,1670,40
46,199,1125,51
41,171,1347,46
1,5,4421,1
32,143,1927,36
2,10,4297,2
49,214,965,55
20,93,2613,21
30,135,2056,32
50,216,965,56
16,82,2943,16
28,121,2113,30
3,14,4238,3
45,191,1125,50
22,97,2560,23
12,63,3269,12
17,85,2733,17
15,69,3016,15
