13,66,3647,13
5,26,4507,5
30,138,2554,30
50,218,1271,51
41,185,1779,42
49,212,1271,50
37,163,1960,38
27,132,2627,27
19,89,3150,19
7,38,4253,7
17,86,3331,17
18,90,3185,18
14,69,3519,14
35,155,2273,35
28,133,2627,28
45,198,1538,46
23,113,2911,23
48,210,1344,49
8,42,4225,8
21,101,3092,21
20,99,3092,20
40,179,1871,41
10,52,3985,10
6,30,4337,6
12,63,3827,12
3,15,4709,3
46,206,1538,47
47,209,1374,48
32,146,2486,32
36,163,2146,37
33,157,2486,33
9,47,4167,9
26,124,2670,26
24,114,2911,24
38,181,1960,39
11,51,3927,11
16,75,3393,16
4,21,4627,4
15,72,3430,15
31,141,2486,31
1,5,4995,1
29,144,2626,29
25,119,2737,25
39,179,1960,40
44,202,1694,45
22,103,2988,22
42,192,1694,43
2,10,4805,2
43,187,1694,44
34,148,2352,34
