37,162,1357,40
2,10,3165,2
48,212,739,52
4,22,3121,4
27,122,1860,28
38,167,1357,41
24,112,2131,25
12,58,2536,12
16,76,2314,16
34,158,1387,37
17,80,2314,17
32,144,1430,34
49,216,739,53
35,157,1357,38
1,5,3317,1
7,36,2875,7
50,232,730,54
45,199,847,49
36,160,1357,39
42,189,1033,46
15,71,2416,15
19,87,2257,19
14,66,2443,14
22,102,2204,22
6,29,3047,6
11,53,2560,11
43,191,945,47
40,170,1217,44
47,202,739,51
5,25,3079,5
13,61,2536,13
46,198,767,50
3,14,3156,3
41,186,1124,45
44,183,915,48
9,44,2779,9
10,47,2651,10
31,138,1430,33
39,173,1285,42
8,39,2856,8
28,129,1720,29
33,148,1390,36
29,131,1627,30
26,114,2010,27
30,131,1536,32
21,102,2232,21
23,111,2139,23
25,119,2099,26
18,87,2263,18
20,88,2256,20
