1,18868,38489,1
2,20254,38303,2
3,21357,38153,3
4,22082,38097,4
5,23677,38033,5
6,24664,37958,6
7,25658,37940,7
8,27366,37890,8
9,28513,37888,9
10,29841,37793,10
11,30788,37681,11
12,32968,37501,12
14,34231,37421,14
13,33676,37473,13
15,35013,37391,15
16,36597,37370,16
17,38057,37337,17
18,38904,37320,18
19,40347,37279,19
20,42301,37198,20
21,42503,37151,21
22,44060,37132,22
23,44932,37120,23
24,45875,37044,24
25,47570,36880,25
26,49373,36788,26
27,50822,36705,27
28,51681,36616,28
29,51946,36566,29
30,53875,36512,30
31,54200,36448,31
32,56121,36334,32
33,57383,36321,33
34,59624,36225,34
36,61125,36031,36
35,62209,36120,35
37,62112,35743,37
38,63488,35726,38
39,64282,35716,39
40,64889,35500,40
41,67454,35438,41
42,68349,35390,42
43,69909,35370,43
44,70400,35360,44
48,71814,35117,48
45,72097,35254,45
46,73783,35224,46
50,74900,35008,50
47,75647,35185,47
49,75812,35067,49
