1,18207,39781,1
2,19674,39720,2
3,21216,39657,3
5,23505,39257,5
4,23299,39521,4
6,24370,39189,6
7,25705,39181,7
8,27597,39155,8
9,28151,39149,9
10,28869,39058,10
12,30763,38931,12
11,30753,39021,11
13,31932,38777,13
15,32493,38729,15
14,32508,38729,14
16,34526,38605,16
17,35637,38575,17
18,36760,38473,18
19,37816,38390,19
20,39465,38296,20
21,40347,38196,21
22,40711,38137,22
23,43770,38027,23
24,44878,38014,24
25,45964,37934,25
26,46459,37810,26
27,47702,37712,27
28,49940,37658,28
29,50400,37565,29
30,50803,37423,30
31,52965,37376,31
33,53092,37299,33
32,54038,37299,32
34,55040,37171,34
35,55435,37057,35
36,57817,37052,36
37,58202,36988,37
38,58984,36804,38
39,61232,36666,39
40,62330,36562,40
41,63143,36541,41
42,64604,36499,42
47,65702,36242,47
43,65019,36428,43
48,66584,36178,48
46,66425,36297,46
45,66170,36323,45
44,66544,36427,44
49,69349,36074,49
50,69888,35996,50
