1,18953,40698,1
2,20648,40455,2
3,21776,40409,3
4,22885,40363,4
5,24085,40359,5
6,25481,40326,6
11,30860,39880,11
7,27970,40225,7
8,29197,40153,8
10,30582,40010,10
9,29825,40093,9
12,32224,39760,12
13,33234,39698,13
16,37421,39549,16
17,37932,39367,17
14,33870,39694,14
18,39609,39123,18
19,41069,39059,19
15,36410,39649,15
20,42150,39033,20
21,43075,39017,21
22,43758,38924,22
23,45853,38772,23
24,47587,38652,24
25,48507,38596,25
26,49423,38573,26
29,51897,38194,29
27,52351,38558,27
28,52203,38464,28
30,53038,38082,30
31,54212,37968,31
32,55980,37887,32
33,58556,37788,33
34,59071,37626,34
35,59546,37561,35
36,59772,37561,36
37,60242,37461,37
38,60954,37359,38
39,62205,37247,39
40,64072,37243,40
41,65634,37160,41
42,66561,37028,42
43,67793,37028,43
44,68302,36878,44
47,69749,36757,47
46,70247,36787,46
45,70380,36858,45
48,70230,36695,48
49,72562,36634,49
50,74090,36570,50
