1,18830,42385,1
2,20248,42225,2
3,21360,42183,3
4,23027,42106,4
5,24287,41806,5
6,25106,41684,6
7,25861,41594,7
8,27885,41504,8
10,29539,41054,10
9,29070,41374,9
13,30288,40843,13
11,30882,40990,11
12,31183,40912,12
30,53865,38929,30
31,54270,38797,31
32,55893,38783,32
33,56599,38701,33
34,58239,38589,34
36,60713,38487,36
37,61575,38388,37
35,59411,38565,35
38,62195,38130,38
39,63876,38061,39
40,64221,37961,40
41,65449,37913,41
43,69004,37629,43
42,67017,37724,42
44,69596,37385,44
45,69342,37325,45
46,70638,37313,46
47,71412,37229,47
48,73917,37206,48
49,75763,37088,49
50,76230,37008,50
15,35864,40480,15
14,34065,40824,14
16,37200,40411,16
18,38897,40185,18
17,37545,40317,17
19,39804,40156,19
20,40957,40084,20
21,41767,39898,21
22,43988,39870,22
23,44810,39779,23
24,46071,39623,24
26,48969,39215,26
27,49764,39119,27
25,48683,39317,25
28,51169,39011,28
29,52259,38975,29
