1,18844,37401,1
2,20518,37398,2
3,21411,37314,3
4,23139,37270,4
5,24239,37232,5
6,24795,37206,6
7,26129,37161,7
8,26650,36979,8
9,28453,36922,9
10,29788,36866,10
11,30348,36820,11
12,31145,36667,12
13,32908,36634,13
14,34012,36568,14
15,35338,36482,15
16,36530,36472,16
17,37944,36367,17
18,39522,36297,18
19,39877,36245,19
20,40895,36176,20
21,42072,36002,21
22,43342,35982,22
23,44319,35883,23
24,46564,35829,24
25,46945,35819,25
26,49284,35799,26
27,49946,35779,27
28,51192,35593,28
29,51708,35305,29
30,53086,35098,30
31,54813,35066,31
32,55799,35045,32
33,56904,34796,33
34,58054,34724,34
35,59191,34637,35
36,60147,34568,36
37,60909,34506,37
38,62540,34430,38
39,63875,34382,39
41,66192,34217,41
40,67146,34347,40
43,68707,34159,43
44,69948,34140,44
42,70185,34215,42
45,72107,33996,45
46,72810,33804,46
47,73404,33510,47
48,75080,33357,48
49,75757,33337,49
50,75841,33249,50
