2,18171,41030,3
1,18863,41118,2
18,36331,39898,20
19,40995,39784,21
20,42080,39778,22
21,42644,39685,23
22,44193,39545,24
24,45819,39483,26
23,46028,39543,25
26,47745,39434,28
25,47409,39462,27
27,48978,39386,29
28,49710,39358,30
29,51207,39188,31
30,51620,39096,32
31,52828,39085,33
32,54905,39066,34
33,56277,39009,35
34,56811,38936,36
35,58424,38687,37
36,59837,38552,38
37,61576,38523,39
38,62869,38509,40
39,63991,38452,41
40,64555,38395,42
41,64855,38358,43
42,65883,38296,44
43,67214,38282,45
45,70447,37670,47
44,70731,37886,46
46,72053,37670,48
47,72715,37528,49
48,74072,37372,50
49,74065,37341,51
50,74634,37289,52
3,20935,40963,4
5,23240,40858,6
4,22207,40865,5
6,25159,40773,7
7,26081,40716,8
9,28309,40558,10
8,26741,40642,9
11,30170,40404,12
13,33104,40288,15
10,29132,40470,11
12,31530,40372,14
15,34987,40269,17
14,33758,40285,16
16,36776,40071,18
17,36782,39988,19
