100,6425662.161,2159984.084
200,6025755.516,1351337.866
300,3628120.29,898529.3001
400,3189820,422474.7224
500,10673881.84,5685813.79
600,4655626.129,620599.6906
700,7884059.613,2070138.942
800,7006169.677,2166320.692
900,5006559.29,16966.04887
1000,6555537.516,744488.0833
1100,7210603.29,813283.8457
1200,7802949.194,878892.6324
1300,9839888.355,1309366.264
1400,9232349.355,1060079.629
1500,11431212.9,1525226.802
1600,10593339.97,1219209.882
1700,11081764.71,1232074.833
1800,10917068.58,977198.6481
1900,21513047.58,7024045.236
2000,10988890.39,27786.30607
2100,18117826.59,5484022.978
2200,15610965.39,1966820.692
2300,22564735.52,3052698.645
2400,14423319.87,1243765.23
2500,13788991.65,32310.44618
2600,17133756.94,1903682.046
2700,14888100.84,37532.80795
2800,17111622.35,1515571.145
2900,19180185.35,2137416.907
3000,18470994.65,1652746.287
3100,18972870.23,1670287.661
3200,19646218.9,1732921.216
3300,18607027.55,60451.31209
3400,20972670.42,1853629.854
3500,23582463.74,2668906.453
3600,20202040.9,41187.62514
3700,20892284.39,42558.30417
3800,21517059.55,48057.78313
3900,22148288.19,62371.98527
4000,24958515.19,2163530.559
4100,23406337.77,62670.69185
4200,33263629.61,4406231.96
4300,29574025.73,3431391.857
4400,25435908.97,80502.00595
4500,25765418.58,55208.2286
4600,26491076.94,63782.77288
4700,32604338.03,3702423.695
4800,30488390.06,2683133.737
4900,31288246.71,2687570.249
5000,31818980.16,2840515.552
5100,32659723.32,2810228.684
5200,36345708.47,3995532.06
5300,31095180.58,82468.62516
5400,38136340.58,4256458.963
5500,32817311.55,78595.8185
5600,40135597.03,4415884.441
5700,44231632.87,5488778.253
5800,35211503.47,84192.94519
5900,39567736.1,3421567.35
6000,36587394.68,107092.9072
6100,37622176.7,124678.3485
6200,38328739.4,119207.6223
6300,42908256.1,3674437.357
6400,39863138.77,125388.6786
6500,40871269.47,108446.7481
6600,45421147.27,4110488.913
6700,46758260.63,4303935.941
6800,43185932.77,112046.4844
6900,43894315.8,124533.3309
7000,45111711.2,145625.8718
7100,45597558.27,137297.6583
7200,51430874.13,4748431.124
7300,47397534.43,143177.3659
7400,53119767.1,4629588.33
7500,49199210.67,153655.3602
7600,54997480.6,5003418.265
7700,56018861.2,4928480.152
7800,51890143.53,149047.3969
7900,52636281.83,185070.6569
8000,53577606.5,163556.2879
8100,54391980.83,147713.3379
8200,55066786.4,133717.0774
8300,56258016.03,173809.7589
8400,57082810.48,167800.9092
8500,57963900.24,161437.375
8600,58839896.5,178063.9354
8700,59580000.1,151819.1754
8800,59964376.13,144789.1711
8900,61677265.28,178316.1487
9000,62093330.63,192706.1281
9100,63202401.1,188129.9506
9200,64208397.53,218535.5622
9300,64850157.03,167210.3452
9400,65704527.73,198151.9747
9500,66330101.45,196692.6114
9600,67430490.79,192837.1706
9700,68466095.97,226821.2703
9800,69222396.77,180634.7928
9900,70464572.63,172369.0608
10000,70926624.67,164341.4617
