Graph size,Runtime [ms],Utility
100,2755290,2289
200,1191597,6317
300,1761206,12925
400,2290392,18182
500,180062801,18872
600,13585184,23331
700,65167194,25835
800,4370511,33130
900,5053806,40040
1000,5563731,38697
1100,5986701,43621
1200,6495482,47531
1300,6994188,50787
1400,7730458,56857
1500,8311450,56636
1600,8948765,62170
1700,9520788,67145
1800,10089207,71933
1900,10701917,76582
2000,10974793,79935
2100,11827665,86738
2200,12202599,86974
2300,12561838,95349
2400,13113206,99642
2500,13645816,99120
2600,14417497,110002
2700,14773014,103924
2800,15797517,112819
2900,16177222,112770
3000,16820750,127847
3100,17179137,120519
3200,17790803,127470
3300,18966059,128286
3400,76564786,142229
3500,19970828,140842
3600,20233494,138465
3700,20743912,148675
3800,21606054,160257
3900,22232533,155679
4000,23217409,164176
4100,23452475,161811
4200,23802553,165719
4300,24614821,164375
4400,26181273,173097
4500,25374069,179528
4600,26916146,196143
4700,27647855,198356
4800,28307426,191284
4900,29175932,198778
5000,29257297,202751
5100,29396283,211696
5200,123010996,208520
5300,30991742,212923
5400,31751778,214262
5500,32411797,217807
5600,34261832,230224
5700,34051848,228302
5800,34885656,230014
5900,37563252,243292
6000,36061329,238994
6100,39674783,245717
6200,39159177,244051
6300,39908803,259025
6400,40350017,260659
6500,41396689,271489
6600,41365981,265645
6700,42067577,269847
6800,43092159,270082
6900,43476845,280637
7000,45862883,285518
7100,47154841,287351
7200,47827397,293611
7300,46703696,302667
7400,48470415,305034
7500,49039742,294590
7600,49511951,291477
7700,51940804,303984
7800,52038861,327375
7900,51982570,327043
8000,52815670,320940
8100,53944286,328451
8200,56897441,326012
8300,56235422,337601
8400,56191754,331302
8500,57530047,351973
8600,58176827,338228
8700,58719720,354574
8800,59239374,368718
8900,62563301,365187
9000,61999671,363470
9100,64352361,357828
9200,65149118,372074
9300,64044381,375145
9400,65119661,372090
9500,65577847,387716
9700,67899172,384244
9800,70365195,404622
9900,70205068,402208
10000,71166337,402809
